Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
366,Providence City College,3.86,Bachelor's,Miami,N/A,0,0,0,0,ML Engineer,04/10,07/15,ML Engineer,08/17,07/19,Junior SWE,07/18,05/13
367,Providence City College,3.57,Master's,Providence,N/A,0,1,0,3,Lawyer,06/11,03/10,Lawyer,04/16,02/17,Data Scientist,09/10,03/18
368,Providence City College,2.75,Bachelor's,Boston,M,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
369,Providence Tech Institute,3.93,PhD,New York,M,0,0,1,0,Research Assistant,03/19,07/14,Research Assistant,03/18,09/11,Lawyer,11/14,01/12
370,Providence Tech Institute,3.61,PhD,Chicago,M,0,0,0,0,Data Scientist,06/16,01/18,Junior SWE,11/17,09/11,Senior SWE,10/17,07/18
371,Providence Tech Institute,2.65,PhD,Miami,F,1,0,0,0,Data Scientist,03/19,04/18,Data Scientist,02/11,01/15,Data Scientist,05/10,09/19
372,State Providence College,3.37,Master's,Los Angeles,M,0,0,0,1,Lawyer,12/13,04/19,Data Scientist,10/18,12/19,Data Scientist,08/10,05/10
373,Providence University,3.43,Bachelor's,Los Angeles,F,0,0,0,1,Research Assistant,08/10,02/12,Senior SWE,09/14,06/14,Data Scientist,03/16,12/11
374,Providence State University,3.39,PhD,Los Angeles,F,0,1,0,3,Lawyer,07/11,03/13,ML Engineer,06/12,11/14,N/A,02/14,05/12
375,Providence Tech Institute,3.3,Bachelor's,New York,N/A,0,0,1,3,Research Assistant,10/19,04/11,Junior SWE,03/13,06/10,Research Assistant,02/15,05/12
376,State Providence College,2.6,PhD,Los Angeles,N/A,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
377,Providence School,2.79,PhD,Boston,F,0,0,0,2,Junior SWE,01/14,04/17,ML Engineer,10/11,08/12,Lawyer,07/17,08/10
378,Providence Tech Institute,3.9,PhD,Boston,F,0,0,1,0,Data Scientist,12/19,09/17,Lawyer,01/15,11/19,Data Scientist,01/11,03/14
379,Providence School,3.66,Bachelor's,Miami,M,1,0,0,1,Junior SWE,04/11,04/13,Lawyer,09/12,01/15,Junior SWE,05/13,11/13
380,Providence School,3.35,Bachelor's,Providence,F,0,0,0,0,Research Assistant,05/18,01/19,Data Scientist,05/14,11/12,N/A,02/19,10/13
381,Providence City College,3.38,Bachelor's,Boston,F,0,0,0,3,Senior SWE,06/14,07/17,ML Engineer,06/12,02/15,N/A,10/11,04/19
382,Providence School,2.95,Bachelor's,New York,M,0,1,0,3,ML Engineer,05/15,11/15,ML Engineer,08/13,10/19,Research Assistant,11/10,02/10
383,Providence Tech Institute,2.98,Master's,Boston,F,0,1,0,0,Data Scientist,09/13,09/10,Junior SWE,04/17,01/16,Junior SWE,07/11,08/18
384,Providence University,2.69,PhD,Boston,F,0,0,0,3,Senior SWE,03/11,07/18,Senior SWE,12/14,01/12,ML Engineer,04/17,10/19
385,State Providence College,3.89,Master's,Providence,M,0,0,0,0,Senior SWE,09/10,09/13,Senior SWE,03/17,07/18,Data Scientist,10/19,02/19
386,State Providence College,3.48,Bachelor's,Chicago,N/A,0,1,0,0,Data Scientist,06/13,11/19,Senior SWE,08/10,05/17,ML Engineer,04/14,12/13
387,Providence University,2.9,Master's,Chicago,M,0,0,0,0,Junior SWE,10/16,04/10,Data Scientist,01/10,06/18,Research Assistant,05/19,02/14
388,Providence Tech Institute,3.57,Master's,Chicago,F,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
389,Providence University,3.78,Bachelor's,Providence,F,0,0,0,0,ML Engineer,06/13,05/18,Research Assistant,12/13,08/10,Research Assistant,01/12,06/15
390,Providence City College,3.55,PhD,Miami,M,0,0,0,0,Senior SWE,06/14,02/18,Junior SWE,04/19,07/18,Junior SWE,05/12,01/14
391,Providence School,2.92,Master's,New York,M,1,1,0,1,Junior SWE,10/14,11/15,Lawyer,03/15,07/13,Data Scientist,02/15,09/16
392,Providence City College,2.83,Bachelor's,Boston,F,0,1,0,1,Data Scientist,10/19,08/15,Senior SWE,09/15,03/13,Research Assistant,08/10,01/17
393,Providence School,2.66,Master's,Miami,M,0,0,0,1,Research Assistant,09/15,01/16,Lawyer,05/16,02/19,Junior SWE,05/16,05/13
394,Providence Tech Institute,3.1,Bachelor's,Los Angeles,F,0,1,0,0,Junior SWE,07/10,02/10,Senior SWE,08/14,10/12,N/A,09/13,12/10
395,State Providence College,3.89,Bachelor's,Chicago,M,0,0,0,0,Research Assistant,02/14,08/14,Research Assistant,08/12,05/12,Senior SWE,10/10,10/19
396,Providence University,2.8,PhD,New York,N/A,0,0,0,3,Junior SWE,06/15,07/14,Senior SWE,05/17,07/13,Data Scientist,02/11,03/19
397,Providence University,3.22,PhD,New York,M,0,1,0,0,Data Scientist,07/15,03/12,Data Scientist,04/13,12/14,Senior SWE,11/14,10/19
398,Providence University,2.51,PhD,Providence,F,0,0,0,2,Junior SWE,01/10,12/17,Data Scientist,03/14,10/13,Research Assistant,03/19,08/18
399,State Providence College,3.77,Master's,Boston,M,1,0,0,0,Senior SWE,06/11,08/11,Junior SWE,05/17,10/13,Senior SWE,12/11,03/10
400,Providence University,3.43,Master's,Boston,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
401,Providence University,2.98,Bachelor's,Boston,M,0,0,0,3,Senior SWE,02/19,11/19,Junior SWE,07/13,07/14,Lawyer,11/18,01/12
402,Providence Tech Institute,2.69,Bachelor's,Providence,M,0,0,0,1,ML Engineer,10/19,01/17,Lawyer,04/14,03/15,Senior SWE,03/16,12/11
403,State Providence College,3.45,PhD,Los Angeles,F,0,0,0,2,Senior SWE,08/14,05/11,Lawyer,02/19,12/16,Senior SWE,02/14,04/13
404,Providence University,3.3,Master's,Providence,F,0,1,0,0,Research Assistant,06/10,06/13,ML Engineer,08/19,03/17,ML Engineer,07/19,07/12
405,Providence State University,3.98,Bachelor's,Providence,M,0,0,0,0,Data Scientist,10/12,07/13,Research Assistant,06/10,07/12,Data Scientist,06/12,03/10
406,Providence Tech Institute,3.2,Bachelor's,Providence,F,0,1,0,0,Research Assistant,04/18,03/14,Research Assistant,04/16,01/19,N/A,04/14,10/10
407,Providence University,2.74,Bachelor's,Boston,M,0,0,0,3,Junior SWE,07/13,01/11,Data Scientist,04/11,08/13,Senior SWE,02/10,10/19
408,Providence City College,3.77,Bachelor's,Miami,M,0,0,0,0,Research Assistant,09/15,12/11,Data Scientist,06/13,03/12,ML Engineer,10/12,08/17
409,Providence Tech Institute,3.84,PhD,Boston,N/A,0,0,0,0,Data Scientist,09/18,10/15,Lawyer,02/12,09/11,Research Assistant,08/18,04/15
410,Providence School,2.65,Master's,Los Angeles,M,0,0,0,0,Lawyer,09/11,06/17,ML Engineer,12/14,07/19,N/A,11/18,01/18
411,Providence University,3.74,Master's,New York,N/A,0,1,0,0,Research Assistant,06/19,08/12,Lawyer,07/13,12/14,Junior SWE,03/11,10/11
412,Providence University,2.89,Bachelor's,Chicago,F,0,1,0,3,ML Engineer,03/17,07/14,ML Engineer,05/14,09/18,Junior SWE,12/12,05/11
413,Providence University,3.31,Bachelor's,Los Angeles,F,0,0,0,1,Data Scientist,03/18,06/15,Research Assistant,11/19,08/15,Data Scientist,01/11,05/13
414,State Providence College,3.39,PhD,Los Angeles,M,0,1,0,1,Research Assistant,01/10,05/10,ML Engineer,06/17,08/13,Senior SWE,05/10,04/14
415,Providence Tech Institute,3.84,Bachelor's,Miami,F,0,0,0,3,Lawyer,07/13,05/10,Research Assistant,07/19,05/13,Lawyer,11/12,04/10
416,Providence City College,2.74,Master's,Boston,M,0,0,N/A,4,Senior SWE,11/14,06/16,ML Engineer,02/17,08/16,Lawyer,05/19,04/14
417,Providence University,2.53,PhD,Providence,M,0,0,0,4,Senior SWE,11/12,07/19,Lawyer,07/17,10/13,N/A,07/13,06/11
418,Providence University,3.4,PhD,Los Angeles,M,0,0,1,4,Junior SWE,01/15,06/10,Junior SWE,04/11,01/14,Senior SWE,10/17,02/17
419,Providence Tech Institute,3.44,PhD,Chicago,F,0,0,0,3,Senior SWE,07/11,12/16,Research Assistant,01/16,09/10,Junior SWE,01/17,03/14
420,State Providence College,3.95,Master's,Boston,F,1,0,0,1,Senior SWE,06/14,10/12,Data Scientist,04/16,02/13,Junior SWE,08/10,05/10
421,Providence State University,2.65,Bachelor's,Los Angeles,F,0,0,0,0,Junior SWE,10/14,05/11,Research Assistant,05/14,11/17,ML Engineer,07/10,07/14
422,Providence School,3.11,PhD,New York,F,0,0,0,0,Lawyer,03/15,03/10,Junior SWE,07/15,03/17,N/A,04/16,08/16
423,Providence City College,3.57,Bachelor's,New York,F,1,0,0,0,Data Scientist,10/17,07/14,Research Assistant,06/16,04/16,N/A,01/14,04/16
424,Providence Tech Institute,3.33,Bachelor's,Los Angeles,M,0,1,0,3,ML Engineer,06/13,09/12,Junior SWE,06/16,08/18,Research Assistant,03/11,06/13
425,Providence Tech Institute,3.93,PhD,New York,M,0,0,0,2,Research Assistant,06/10,01/16,ML Engineer,07/11,02/10,ML Engineer,02/15,10/12
426,Providence State University,2.63,PhD,Los Angeles,N/A,0,0,0,0,ML Engineer,10/18,10/15,Lawyer,03/17,09/17,Lawyer,07/11,05/13
427,Providence University,2.72,PhD,Boston,M,0,0,0,0,Junior SWE,06/14,09/10,ML Engineer,01/12,11/19,ML Engineer,03/13,09/15
428,Providence State University,3.42,Bachelor's,New York,N/A,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
429,Providence City College,3.44,Master's,Providence,F,0,0,0,3,Senior SWE,08/13,08/18,Data Scientist,04/14,02/11,Senior SWE,10/17,08/12
430,Providence University,3.2,PhD,Boston,F,0,0,0,1,Lawyer,11/14,08/10,Research Assistant,10/10,04/15,Research Assistant,10/18,08/13
431,Providence University,3.61,Master's,Chicago,F,0,0,0,1,Junior SWE,02/11,09/16,Senior SWE,09/11,06/14,N/A,05/11,12/14
432,Providence University,3.0,Master's,Boston,M,0,0,0,1,Data Scientist,04/11,11/19,Data Scientist,07/10,11/11,N/A,01/19,05/15
433,State Providence College,2.91,Bachelor's,Providence,F,0,0,0,0,Senior SWE,12/14,01/12,ML Engineer,06/16,05/10,ML Engineer,11/19,02/10
434,Providence State University,2.78,Bachelor's,Providence,M,0,0,0,1,ML Engineer,05/12,05/17,Data Scientist,01/15,04/12,Research Assistant,12/11,09/13
435,State Providence College,3.41,Bachelor's,Miami,M,0,0,0,4,Data Scientist,07/18,09/19,ML Engineer,01/16,03/14,Data Scientist,05/18,03/18
436,State Providence College,3.71,Bachelor's,Chicago,F,1,1,0,0,Senior SWE,10/18,09/10,Research Assistant,09/12,12/16,Lawyer,05/12,08/10
437,Providence State University,2.54,Master's,New York,M,0,0,0,3,Senior SWE,08/18,11/14,Lawyer,01/10,12/19,Junior SWE,05/13,10/14
438,Providence State University,2.74,Master's,Providence,F,0,1,0,3,Data Scientist,11/16,01/16,Senior SWE,06/14,10/10,ML Engineer,12/19,03/14
439,Providence University,3.78,PhD,New York,M,0,0,0,0,ML Engineer,01/15,08/15,ML Engineer,08/16,11/10,Research Assistant,02/15,08/14
440,Providence Tech Institute,2.53,Bachelor's,Los Angeles,M,0,0,0,0,Research Assistant,01/17,07/16,ML Engineer,06/14,04/16,Data Scientist,07/17,07/15
441,Providence Tech Institute,2.57,Bachelor's,Los Angeles,N/A,1,0,0,4,Research Assistant,01/18,02/16,Research Assistant,04/18,11/15,Junior SWE,11/18,04/17
442,Providence City College,3.27,Master's,New York,F,0,0,0,0,Lawyer,10/17,03/11,Data Scientist,07/13,12/11,ML Engineer,08/17,05/18
443,Providence School,3.05,Bachelor's,New York,F,0,0,0,3,Lawyer,02/11,05/11,Research Assistant,03/16,09/15,Senior SWE,11/10,12/11
444,Providence University,3.65,Bachelor's,Chicago,F,0,0,0,0,Lawyer,07/12,02/13,Junior SWE,12/11,09/13,Lawyer,08/18,11/11
445,Providence State University,3.48,PhD,Chicago,M,0,0,0,1,Lawyer,06/17,05/18,Junior SWE,09/15,03/17,Junior SWE,05/10,10/11
446,Providence City College,2.78,PhD,New York,M,0,0,0,0,Data Scientist,07/14,03/10,ML Engineer,07/19,03/17,Junior SWE,10/13,06/15
447,Providence City College,3.01,Master's,Providence,F,0,0,0,0,Lawyer,06/11,07/11,Research Assistant,09/15,08/10,Data Scientist,07/11,01/11
448,Providence City College,2.63,Master's,New York,F,0,1,0,0,Lawyer,04/10,01/15,Junior SWE,02/12,10/12,N/A,10/18,09/10
449,Providence Tech Institute,2.64,Bachelor's,Chicago,F,0,0,0,0,Senior SWE,12/12,09/11,Data Scientist,02/16,10/12,Lawyer,12/19,11/11
450,Providence School,3.97,PhD,Miami,F,0,0,0,0,Lawyer,05/16,06/14,Junior SWE,04/11,06/18,Lawyer,12/19,01/12
451,Providence Tech Institute,2.56,PhD,Miami,F,0,0,0,3,Junior SWE,05/14,06/14,Senior SWE,10/17,02/14,Data Scientist,06/19,02/17
452,State Providence College,2.77,Bachelor's,Providence,F,0,1,0,0,Lawyer,05/18,07/18,Research Assistant,06/13,10/13,ML Engineer,03/19,09/18
453,Providence University,3.1,PhD,Los Angeles,M,0,0,0,0,Senior SWE,10/10,01/10,ML Engineer,10/15,02/10,N/A,08/17,11/13
454,Providence City College,3.39,PhD,Boston,M,0,0,0,0,Data Scientist,05/18,04/17,Research Assistant,02/17,06/13,N/A,06/19,11/14
455,Providence University,3.93,Master's,Los Angeles,M,0,0,0,3,Junior SWE,10/17,06/11,Data Scientist,01/10,06/15,N/A,07/14,02/18
456,Providence City College,3.08,PhD,Providence,F,0,0,0,3,Senior SWE,10/14,09/16,ML Engineer,08/14,01/15,Data Scientist,09/13,12/16
457,Providence City College,2.78,Master's,Chicago,M,0,1,0,3,Research Assistant,12/14,08/12,Research Assistant,06/11,02/10,Junior SWE,12/14,04/14
458,Providence City College,3.23,Bachelor's,Boston,M,0,0,0,0,Data Scientist,09/18,09/17,Research Assistant,09/16,08/19,Junior SWE,08/17,05/13
459,State Providence College,3.66,Master's,New York,F,0,0,0,0,Research Assistant,04/10,04/19,Lawyer,06/11,07/12,Senior SWE,07/10,05/11
460,Providence School,2.89,PhD,Providence,F,0,1,0,0,Junior SWE,10/10,06/15,Data Scientist,11/19,11/13,Lawyer,01/14,04/13
461,Providence State University,2.75,Bachelor's,New York,N/A,0,0,0,1,Senior SWE,10/18,04/15,Junior SWE,03/18,04/18,Research Assistant,05/13,04/12
462,Providence City College,3.57,PhD,Boston,N/A,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
463,Providence State University,3.28,PhD,Miami,M,0,0,0,0,Lawyer,04/13,07/15,Data Scientist,01/16,08/10,Junior SWE,09/14,07/16
464,State Providence College,3.53,Master's,Providence,F,0,1,0,0,Research Assistant,08/18,12/14,Lawyer,02/11,02/19,Lawyer,03/12,06/16
465,Providence City College,3.05,Bachelor's,Miami,N/A,0,0,1,0,Junior SWE,04/12,07/10,Data Scientist,10/14,04/14,ML Engineer,02/17,01/16
466,State Providence College,3.72,Master's,Boston,F,0,0,0,2,Research Assistant,06/15,10/11,Data Scientist,03/13,12/15,N/A,03/16,06/10
467,Providence City College,3.14,Master's,Providence,F,0,0,1,0,Lawyer,07/17,02/13,Lawyer,01/16,02/18,Lawyer,11/13,10/11
468,Providence University,3.49,PhD,Miami,F,0,0,0,0,Lawyer,09/17,12/15,Senior SWE,11/15,10/19,Junior SWE,06/14,01/10
469,Providence Tech Institute,3.07,Master's,Providence,F,0,0,0,0,Junior SWE,06/10,03/18,Senior SWE,05/11,09/11,Lawyer,02/16,06/18
470,Providence School,3.35,Master's,New York,M,0,0,0,1,Lawyer,11/11,08/15,Senior SWE,04/10,12/19,ML Engineer,04/13,12/17
471,Providence School,3.35,Bachelor's,Boston,M,0,1,0,1,Lawyer,04/16,11/18,Junior SWE,08/15,07/13,N/A,12/11,05/17
472,Providence City College,3.7,PhD,Boston,M,1,1,N/A,0,ML Engineer,09/18,11/18,ML Engineer,06/14,03/11,Research Assistant,11/14,03/12
473,Providence Tech Institute,2.65,Bachelor's,Los Angeles,F,0,0,0,3,Lawyer,12/15,09/11,Research Assistant,05/17,10/14,Junior SWE,01/13,03/11
474,Providence City College,2.84,Master's,New York,N/A,0,0,0,0,Junior SWE,02/16,01/13,Junior SWE,03/13,12/16,ML Engineer,04/17,01/18
475,Providence State University,2.94,PhD,Miami,M,0,0,0,0,Data Scientist,09/16,10/19,Junior SWE,01/11,08/19,Senior SWE,10/19,08/13
476,Providence School,3.26,Master's,New York,F,1,1,0,0,Data Scientist,05/15,07/16,Lawyer,11/18,09/15,N/A,01/18,06/19
477,Providence University,3.86,Master's,Boston,M,0,1,0,1,Junior SWE,07/15,09/13,Research Assistant,03/14,01/11,ML Engineer,01/11,07/12
478,State Providence College,3.7,Bachelor's,Boston,F,0,0,1,3,Data Scientist,12/18,08/17,Junior SWE,08/18,04/11,Junior SWE,05/18,09/15
479,Providence Tech Institute,3.76,PhD,Providence,M,1,1,0,2,Lawyer,10/13,10/14,ML Engineer,06/16,11/19,Lawyer,11/15,12/14
480,Providence State University,3.02,PhD,Chicago,N/A,1,1,0,4,Data Scientist,04/12,06/13,Data Scientist,02/13,02/13,ML Engineer,08/11,11/19
481,Providence City College,3.0,Master's,Chicago,F,0,0,0,1,Research Assistant,10/18,11/13,Lawyer,04/15,03/10,Lawyer,02/12,06/19
482,Providence City College,3.55,Bachelor's,Miami,F,0,1,1,3,ML Engineer,04/18,09/15,Senior SWE,06/14,05/15,Junior SWE,10/18,12/18
483,Providence Tech Institute,3.79,Master's,Los Angeles,N/A,0,0,0,0,Junior SWE,11/14,09/12,Junior SWE,03/12,11/14,Lawyer,04/17,01/18
484,Providence Tech Institute,3.94,Bachelor's,New York,M,0,0,0,0,Senior SWE,12/13,12/14,Lawyer,06/14,08/18,Junior SWE,12/19,08/13
485,Providence Tech Institute,3.04,Master's,Chicago,N/A,0,0,0,1,Lawyer,02/12,04/10,Research Assistant,06/14,11/13,N/A,09/17,05/13
486,Providence University,3.44,Master's,Chicago,F,0,0,N/A,0,Data Scientist,10/14,09/15,Junior SWE,03/16,10/15,Junior SWE,06/17,07/16
487,Providence State University,3.55,PhD,Miami,M,0,0,0,0,Senior SWE,05/17,01/19,ML Engineer,11/15,03/13,ML Engineer,08/14,08/14
488,State Providence College,3.85,Bachelor's,Miami,M,0,1,0,0,ML Engineer,02/18,05/14,Senior SWE,04/12,03/14,Research Assistant,12/17,03/15
489,Providence University,3.61,PhD,Boston,N/A,1,0,1,0,Research Assistant,07/15,07/15,Data Scientist,08/16,02/14,Senior SWE,04/13,05/12
490,Providence School,3.14,PhD,Boston,M,0,0,1,3,Data Scientist,09/14,07/14,Research Assistant,08/17,07/17,Data Scientist,08/14,04/18
491,Providence Tech Institute,3.65,PhD,Providence,M,0,0,0,0,ML Engineer,04/12,01/17,Data Scientist,07/12,01/10,ML Engineer,08/18,02/11
492,Providence School,3.17,Master's,Providence,N/A,1,0,0,0,Lawyer,11/19,10/15,Senior SWE,01/15,12/11,Senior SWE,07/19,12/16
493,Providence Tech Institute,3.99,PhD,Chicago,F,0,1,0,0,Lawyer,05/12,03/16,Data Scientist,02/17,01/11,ML Engineer,01/15,09/17
494,Providence Tech Institute,3.05,PhD,Chicago,F,0,0,N/A,0,Junior SWE,01/11,05/17,Senior SWE,08/14,06/12,ML Engineer,05/11,07/10
495,Providence State University,2.61,Master's,Miami,N/A,0,0,N/A,0,Junior SWE,10/18,08/10,ML Engineer,09/10,02/17,Junior SWE,10/14,03/10
496,Providence City College,3.57,Master's,Miami,M,0,0,0,3,Junior SWE,07/18,05/14,ML Engineer,01/13,04/14,Senior SWE,04/15,02/16
497,State Providence College,2.95,Master's,Providence,F,0,1,0,3,Data Scientist,05/14,08/17,Data Scientist,11/17,01/10,Data Scientist,09/12,05/14
498,Providence University,3.56,PhD,Providence,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
499,Providence University,2.61,Bachelor's,Providence,M,0,0,0,3,Research Assistant,11/19,05/15,Junior SWE,01/17,06/17,N/A,03/18,04/18
500,State Providence College,3.98,Master's,New York,F,0,0,0,1,Data Scientist,10/11,05/14,Data Scientist,08/14,12/15,Junior SWE,07/18,01/12
501,Providence Tech Institute,3.69,Bachelor's,New York,M,0,0,0,0,Research Assistant,01/11,08/19,Research Assistant,09/15,05/18,ML Engineer,06/13,08/12
502,Providence School,3.53,Master's,Los Angeles,F,0,1,0,0,Data Scientist,12/15,02/12,Data Scientist,10/13,03/17,Research Assistant,07/12,01/19
503,Providence City College,3.46,PhD,Providence,M,0,0,1,0,Senior SWE,09/14,12/17,Junior SWE,07/11,03/17,Lawyer,11/13,07/14
504,Providence State University,2.71,PhD,Boston,F,0,0,0,1,Research Assistant,10/18,08/15,ML Engineer,01/17,06/19,ML Engineer,08/11,04/11
505,Providence University,2.72,Master's,New York,F,0,0,0,0,Data Scientist,11/16,03/19,Research Assistant,10/17,10/12,Junior SWE,07/13,04/16
506,Providence University,2.62,Master's,Chicago,M,0,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
507,Providence Tech Institute,3.65,Master's,New York,M,0,0,0,0,Lawyer,09/15,11/18,Data Scientist,05/16,06/15,Junior SWE,04/11,12/15
508,Providence School,3.57,Master's,Los Angeles,M,0,0,0,0,Data Scientist,02/18,02/18,Senior SWE,07/19,05/18,ML Engineer,10/15,06/13
509,Providence University,3.8,Master's,Providence,F,0,0,1,0,Data Scientist,01/14,11/13,Junior SWE,03/14,06/11,Lawyer,12/10,02/10
510,State Providence College,3.48,PhD,Boston,N/A,0,1,0,0,Junior SWE,02/18,12/11,Junior SWE,05/15,02/15,Research Assistant,07/18,06/10
511,Providence State University,3.09,PhD,New York,F,0,1,0,0,Junior SWE,11/10,11/13,Lawyer,06/10,01/15,N/A,05/11,04/18
512,Providence School,3.85,Master's,Providence,M,0,0,0,0,ML Engineer,10/19,07/12,ML Engineer,08/13,07/11,Research Assistant,05/15,09/19
513,Providence City College,3.42,Master's,New York,N/A,0,1,0,1,Data Scientist,06/18,10/14,ML Engineer,11/16,04/14,Junior SWE,02/15,02/12
514,Providence State University,2.57,Master's,Los Angeles,F,0,0,0,0,Research Assistant,07/10,01/16,Data Scientist,11/11,10/13,Senior SWE,12/15,02/19
515,Providence State University,3.85,PhD,Miami,F,0,0,1,3,Senior SWE,04/11,01/14,Research Assistant,12/14,05/16,N/A,11/15,09/17
516,Providence City College,3.81,Master's,Boston,F,0,0,1,0,Junior SWE,06/11,10/14,Junior SWE,10/17,08/19,Lawyer,07/19,08/15
517,Providence City College,3.64,PhD,Miami,M,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
518,Providence State University,3.89,PhD,Providence,M,0,0,1,1,Lawyer,06/19,03/11,ML Engineer,03/15,06/15,Junior SWE,02/16,02/14
519,State Providence College,3.1,Bachelor's,Chicago,M,0,1,0,1,Research Assistant,09/19,05/12,Senior SWE,02/11,08/10,Senior SWE,04/17,10/12
520,Providence City College,3.77,Master's,Miami,M,0,0,0,0,Data Scientist,07/19,02/16,Lawyer,11/15,12/16,ML Engineer,06/17,03/15
521,State Providence College,3.9,Master's,Chicago,M,0,0,0,3,Junior SWE,05/15,05/19,Lawyer,05/19,10/10,Research Assistant,03/10,07/17
522,State Providence College,3.69,Master's,Miami,M,0,0,0,0,Data Scientist,03/17,05/16,Senior SWE,01/19,04/17,Data Scientist,02/18,04/18
523,Providence State University,3.6,PhD,Los Angeles,F,1,1,0,0,Senior SWE,02/14,06/15,Senior SWE,02/16,12/11,Junior SWE,10/12,04/10
524,State Providence College,3.03,Master's,Boston,M,0,1,0,0,ML Engineer,06/18,06/16,Data Scientist,12/17,03/12,N/A,03/17,09/12
525,Providence Tech Institute,3.01,PhD,Miami,M,0,1,1,3,Lawyer,08/10,09/19,Junior SWE,10/19,08/11,Lawyer,03/18,10/14
526,Providence State University,3.85,Bachelor's,Los Angeles,M,0,0,0,2,Senior SWE,04/16,12/18,Junior SWE,02/11,11/16,ML Engineer,03/11,09/17
527,Providence Tech Institute,2.77,Master's,Chicago,F,0,0,0,0,Data Scientist,09/15,05/13,Lawyer,03/14,07/11,Research Assistant,05/15,06/14
528,Providence University,2.56,Master's,Boston,F,0,0,0,3,Data Scientist,07/14,08/16,ML Engineer,04/13,11/14,Lawyer,06/14,01/12
529,Providence City College,3.46,PhD,Los Angeles,M,0,1,1,3,Data Scientist,07/13,11/14,ML Engineer,05/11,07/11,Junior SWE,04/15,08/18
530,Providence School,3.01,Master's,Providence,F,0,1,0,0,Junior SWE,07/17,08/15,Data Scientist,10/14,03/10,Senior SWE,09/10,02/12
531,Providence University,3.59,PhD,Los Angeles,F,0,1,1,0,ML Engineer,01/19,02/17,Research Assistant,03/13,10/14,Senior SWE,04/14,02/19
532,Providence State University,4.0,PhD,Miami,M,0,0,0,1,Lawyer,06/19,06/12,ML Engineer,06/16,05/15,Senior SWE,01/16,01/16
533,Providence City College,2.83,Bachelor's,Providence,F,0,1,0,0,ML Engineer,09/11,01/17,Research Assistant,02/10,12/17,Research Assistant,12/17,07/17
534,Providence Tech Institute,2.98,Bachelor's,Miami,F,0,0,0,1,Data Scientist,11/13,11/19,Lawyer,09/13,11/19,N/A,12/13,09/12
535,Providence Tech Institute,3.39,Master's,Chicago,M,0,0,0,3,Junior SWE,03/15,08/18,Lawyer,05/16,01/13,Research Assistant,05/19,11/15
536,Providence School,3.5,PhD,Miami,F,0,1,0,2,ML Engineer,07/13,08/10,Research Assistant,02/15,10/17,N/A,07/11,12/17
537,Providence City College,3.99,PhD,Boston,F,0,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
538,Providence State University,3.24,PhD,New York,N/A,0,0,0,0,Junior SWE,05/16,02/15,Data Scientist,05/13,01/13,ML Engineer,08/14,06/15
539,Providence State University,2.83,PhD,Chicago,F,1,1,1,0,Senior SWE,02/15,03/11,Research Assistant,08/14,01/19,Senior SWE,07/17,06/15
540,State Providence College,3.82,PhD,Providence,M,0,1,0,3,Junior SWE,11/16,02/16,Lawyer,09/11,12/11,ML Engineer,03/16,04/12
541,Providence City College,3.57,Bachelor's,Los Angeles,F,0,0,0,4,Lawyer,11/14,02/15,Junior SWE,03/12,10/19,N/A,08/18,03/18
542,Providence State University,3.43,PhD,New York,M,0,0,1,0,Data Scientist,11/14,02/14,Data Scientist,06/12,11/11,Junior SWE,07/17,11/16
543,Providence University,3.8,Bachelor's,Los Angeles,F,0,0,0,0,Data Scientist,01/11,06/19,Research Assistant,07/12,02/16,Research Assistant,02/17,04/18
544,Providence Tech Institute,2.61,Master's,Boston,F,0,0,0,0,ML Engineer,02/17,12/17,Data Scientist,12/11,02/12,Research Assistant,06/16,06/18
545,Providence Tech Institute,3.18,Master's,New York,F,0,0,0,0,Junior SWE,10/13,08/16,Senior SWE,03/19,08/16,Junior SWE,10/11,08/19
546,State Providence College,3.83,Bachelor's,New York,M,0,1,0,0,Data Scientist,08/12,03/19,ML Engineer,03/14,01/10,Data Scientist,06/10,11/11
547,Providence State University,2.62,PhD,Los Angeles,F,0,0,0,0,ML Engineer,07/15,07/16,ML Engineer,08/17,07/10,Lawyer,06/17,04/10
548,Providence School,3.36,PhD,Boston,N/A,0,0,0,1,Data Scientist,01/16,03/13,Junior SWE,02/16,01/11,N/A,10/19,06/17
